id,thread_id,trace_id,thinking_profile,snapshot,domain,tool_used,token_usage,created_at
11,933,29a82b61-096c-4ea3-8eb4-6a43caa151c8,NORMAL,"{""domain"": ""etc"", ""intent"": ""design"", ""depthHint"": ""shallow"", ""userStage"": ""looping"", ""__internal"": {""turnIntent"": ""QUESTION"", ""inputSignals"": {""hasText"": true, ""hasImage"": false, ""isMultimodal"": false}}, ""confidence"": 0.52, ""nextAnchors"": [""VERIFY_LOGIC""], ""mathFeatures"": {""tokenCount"": 15, ""hasIntegral"": false, ""isProofLike"": false, ""hasSummation"": false, ""hasDerivative"": false, ""operatorCount"": 5, ""operatorKinds"": 1, ""maxNestingDepth"": 0, ""symbolicDensity"": 0.3333333333333333}, ""cognitiveLoad"": ""low"", ""decisionProposal"": {""mode"": ""DEEP"", ""path"": ""DEEP"", ""stage"": ""looping"", ""intent"": ""design"", ""rationale"": ""base_reasoning"", ""confidence"": 0.52}}",,,,2026-02-25 11:56:45.797815
12,933,b5b75f9b-5d15-4a30-95e9-249faea2c394,NORMAL,"{""domain"": ""etc"", ""intent"": ""design"", ""depthHint"": ""shallow"", ""userStage"": ""looping"", ""__internal"": {""turnIntent"": ""QUESTION"", ""inputSignals"": {""hasText"": true, ""hasImage"": false, ""isMultimodal"": false}}, ""confidence"": 0.49, ""nextAnchors"": [""VERIFY_LOGIC""], ""mathFeatures"": {""tokenCount"": 11, ""hasIntegral"": false, ""isProofLike"": false, ""hasSummation"": false, ""hasDerivative"": false, ""operatorCount"": 5, ""operatorKinds"": 1, ""maxNestingDepth"": 0, ""symbolicDensity"": 0.45454545454545453}, ""cognitiveLoad"": ""low"", ""decisionProposal"": {""mode"": ""DEEP"", ""path"": ""DEEP"", ""stage"": ""looping"", ""intent"": ""design"", ""rationale"": ""base_reasoning"", ""confidence"": 0.49}}",,,,2026-02-25 12:13:57.491301
13,935,cb9a70ea-f7de-4cd0-9e5a-109cde8cef86,NORMAL,"{""domain"": ""etc"", ""intent"": ""ask"", ""depthHint"": ""shallow"", ""userStage"": ""ready"", ""__internal"": {""turnIntent"": ""CONTINUATION"", ""inputSignals"": {""hasText"": true, ""hasImage"": false, ""isMultimodal"": false}}, ""confidence"": 0.7, ""nextAnchors"": [], ""cognitiveLoad"": ""low"", ""decisionProposal"": {""mode"": ""FAST"", ""path"": ""FAST"", ""stage"": ""ready"", ""intent"": ""ask"", ""rationale"": ""direct_chat"", ""confidence"": 0.7}}",,,,2026-02-25 13:04:25.953202
14,935,7c67a808-514d-460b-8859-b14ed6a2722d,NORMAL,"{""domain"": ""etc"", ""intent"": ""design"", ""depthHint"": ""shallow"", ""userStage"": ""confused"", ""__internal"": {""turnIntent"": ""QUESTION"", ""inputSignals"": {""hasText"": true, ""hasImage"": false, ""isMultimodal"": false}}, ""confidence"": 0.19, ""nextAnchors"": [""REFINE_INPUT""], ""cognitiveLoad"": ""low"", ""decisionProposal"": {""mode"": ""DEEP"", ""path"": ""DEEP"", ""stage"": ""confused"", ""intent"": ""design"", ""rationale"": ""base_reasoning"", ""confidence"": 0.19}}",,,,2026-02-25 13:05:20.989201
15,935,1268ba05-0daf-4fbc-b690-d505928a2919,NORMAL,"{""domain"": ""etc"", ""intent"": ""ask"", ""depthHint"": ""shallow"", ""userStage"": ""ready"", ""__internal"": {""turnIntent"": ""QUESTION"", ""inputSignals"": {""hasText"": true, ""hasImage"": true, ""isMultimodal"": true}}, ""confidence"": 0.78, ""nextAnchors"": [""VISION_PRIMARY""], ""cognitiveLoad"": ""low"", ""decisionProposal"": {""mode"": ""NORMAL"", ""path"": ""NORMAL"", ""stage"": ""ready"", ""intent"": ""ask"", ""rationale"": ""image_input"", ""confidence"": 0.78}}",,,,2026-02-25 13:08:51.791137
16,935,248ee85d-6b35-4a71-850e-4662cb6fd5ef,NORMAL,"{""domain"": ""etc"", ""intent"": ""design"", ""depthHint"": ""shallow"", ""userStage"": ""confused"", ""__internal"": {""turnIntent"": ""QUESTION"", ""inputSignals"": {""hasText"": true, ""hasImage"": false, ""isMultimodal"": false}}, ""confidence"": 0.32, ""nextAnchors"": [""REFINE_INPUT""], ""mathFeatures"": {""tokenCount"": 29, ""hasIntegral"": false, ""isProofLike"": false, ""hasSummation"": false, ""hasDerivative"": false, ""operatorCount"": 10, ""operatorKinds"": 1, ""maxNestingDepth"": 0, ""symbolicDensity"": 0.3448275862068966}, ""cognitiveLoad"": ""low"", ""decisionProposal"": {""mode"": ""DEEP"", ""path"": ""DEEP"", ""stage"": ""confused"", ""intent"": ""design"", ""rationale"": ""base_reasoning"", ""confidence"": 0.32}}",,,,2026-02-25 13:35:12.563065
17,935,f56e885e-2b94-4686-bb26-a52b1ce6b470,NORMAL,"{""domain"": ""etc"", ""intent"": ""debug"", ""depthHint"": ""shallow"", ""userStage"": ""confused"", ""__internal"": {""turnIntent"": ""QUESTION"", ""inputSignals"": {""hasText"": true, ""hasImage"": false, ""isMultimodal"": false}}, ""confidence"": 0.32, ""nextAnchors"": [""VERIFY_LOGIC""], ""cognitiveLoad"": ""low"", ""decisionProposal"": {""mode"": ""DEEP"", ""path"": ""DEEP"", ""stage"": ""confused"", ""intent"": ""debug"", ""rationale"": ""base_reasoning"", ""confidence"": 0.32}}",,,,2026-02-25 14:16:25.966251
18,935,bedb6831-a6d4-4052-befc-a563c412ea57,NORMAL,"{""domain"": ""etc"", ""intent"": ""design"", ""depthHint"": ""shallow"", ""userStage"": ""confused"", ""__internal"": {""turnIntent"": ""QUESTION"", ""inputSignals"": {""hasText"": true, ""hasImage"": false, ""isMultimodal"": false}}, ""confidence"": 0.19, ""nextAnchors"": [""REFINE_INPUT""], ""cognitiveLoad"": ""low"", ""decisionProposal"": {""mode"": ""DEEP"", ""path"": ""DEEP"", ""stage"": ""confused"", ""intent"": ""design"", ""rationale"": ""base_reasoning"", ""confidence"": 0.19}}",,,,2026-02-25 15:23:07.758859
19,935,7246353d-8019-4500-93ff-e3f8c63329b4,DEEP,"{""domain"": ""etc"", ""intent"": ""ask"", ""depthHint"": ""shallow"", ""userStage"": ""ready"", ""__internal"": {""turnIntent"": ""QUESTION"", ""inputSignals"": {""hasText"": true, ""hasImage"": true, ""isMultimodal"": true}}, ""confidence"": 0.78, ""nextAnchors"": [""VISION_PRIMARY""], ""cognitiveLoad"": ""low"", ""decisionProposal"": {""mode"": ""NORMAL"", ""path"": ""NORMAL"", ""stage"": ""ready"", ""intent"": ""ask"", ""rationale"": ""image_input"", ""confidence"": 0.78}}",,,,2026-02-25 15:41:02.462167
20,935,a525eba6-daf3-4099-9afe-2ecfc915cc56,NORMAL,"{""domain"": ""etc"", ""intent"": ""ask"", ""depthHint"": ""shallow"", ""userStage"": ""ready"", ""__internal"": {""turnIntent"": ""QUESTION"", ""inputSignals"": {""hasText"": true, ""hasImage"": true, ""isMultimodal"": true}}, ""confidence"": 0.78, ""nextAnchors"": [""VISION_PRIMARY""], ""cognitiveLoad"": ""low"", ""decisionProposal"": {""mode"": ""NORMAL"", ""path"": ""NORMAL"", ""stage"": ""ready"", ""intent"": ""ask"", ""rationale"": ""image_input"", ""confidence"": 0.78}}",,,,2026-02-25 19:46:30.907867
21,935,f8f352f1-f57c-491a-8923-51ec41e1d847,NORMAL,"{""domain"": ""etc"", ""intent"": ""ask"", ""depthHint"": ""shallow"", ""userStage"": ""ready"", ""__internal"": {""turnIntent"": ""QUESTION"", ""inputSignals"": {""hasText"": true, ""hasImage"": true, ""isMultimodal"": true}}, ""confidence"": 0.78, ""nextAnchors"": [""VISION_PRIMARY""], ""cognitiveLoad"": ""low"", ""decisionProposal"": {""mode"": ""NORMAL"", ""path"": ""NORMAL"", ""stage"": ""ready"", ""intent"": ""ask"", ""rationale"": ""image_input"", ""confidence"": 0.78}}",,,,2026-02-25 19:47:16.19604
22,935,88f2db83-d54a-4942-b812-64ae70eb985f,NORMAL,"{""domain"": ""dev"", ""intent"": ""design"", ""depthHint"": ""shallow"", ""userStage"": ""looping"", ""__internal"": {""turnIntent"": ""QUESTION"", ""inputSignals"": {""hasText"": true, ""hasImage"": false, ""isMultimodal"": false}}, ""confidence"": 0.6, ""nextAnchors"": [""VERIFY_LOGIC""], ""codeFeatures"": {""hasEval"": false, ""maxDepth"": 0, ""hasFileIO"": false, ""loopCount"": 0, ""nodeCount"": 0, ""hasNetwork"": false, ""branchCount"": 0, ""functionCount"": 0, ""mutationScore"": 0, ""hasPrivilegeKeyword"": false}, ""mathFeatures"": {""tokenCount"": 536, ""hasIntegral"": false, ""isProofLike"": false, ""hasSummation"": false, ""hasDerivative"": false, ""operatorCount"": 89, ""operatorKinds"": 5, ""maxNestingDepth"": 1, ""symbolicDensity"": 0.166044776119403}, ""cognitiveLoad"": ""high"", ""decisionProposal"": {""mode"": ""DEEP"", ""path"": ""DEEP"", ""stage"": ""looping"", ""intent"": ""design"", ""rationale"": ""base_reasoning"", ""confidence"": 0.6}}",,,,2026-02-25 20:30:19.116919
23,935,ce25c48c-6087-4194-b398-321a98d3dad3,DEEP,"{""domain"": ""dev"", ""intent"": ""design"", ""depthHint"": ""shallow"", ""userStage"": ""looping"", ""__internal"": {""turnIntent"": ""QUESTION"", ""inputSignals"": {""hasText"": true, ""hasImage"": false, ""isMultimodal"": false}}, ""confidence"": 0.6, ""nextAnchors"": [""VERIFY_LOGIC""], ""codeFeatures"": {""hasEval"": false, ""maxDepth"": 0, ""hasFileIO"": false, ""loopCount"": 0, ""nodeCount"": 0, ""hasNetwork"": false, ""branchCount"": 0, ""functionCount"": 0, ""mutationScore"": 0, ""hasPrivilegeKeyword"": false}, ""cognitiveLoad"": ""high"", ""decisionProposal"": {""mode"": ""DEEP"", ""path"": ""DEEP"", ""stage"": ""looping"", ""intent"": ""design"", ""rationale"": ""base_reasoning"", ""confidence"": 0.6}}",,,,2026-02-25 21:41:35.92381
24,935,3e59b1b8-2c48-4b55-9b64-4781fa6d0f53,NORMAL,"{""domain"": ""biz"", ""intent"": ""ask"", ""depthHint"": ""normal"", ""userStage"": ""ready"", ""__internal"": {""turnIntent"": ""QUESTION"", ""inputSignals"": {""hasText"": true, ""hasImage"": false, ""isMultimodal"": false}}, ""confidence"": 0.88, ""nextAnchors"": [""NEXT_STEP""], ""mathFeatures"": {""tokenCount"": 23, ""hasIntegral"": false, ""isProofLike"": false, ""hasSummation"": false, ""hasDerivative"": false, ""operatorCount"": 1, ""operatorKinds"": 1, ""maxNestingDepth"": 1, ""symbolicDensity"": 0.043478260869565216}, ""cognitiveLoad"": ""low"", ""decisionProposal"": {""mode"": ""NORMAL"", ""path"": ""NORMAL"", ""stage"": ""ready"", ""intent"": ""ask"", ""rationale"": ""base_reasoning"", ""confidence"": 0.88}}",,,,2026-02-25 22:33:36.95981
25,936,6a4573e4-27b3-40e1-a15c-825fb8905367,NORMAL,"{""domain"": ""etc"", ""intent"": ""design"", ""depthHint"": ""shallow"", ""userStage"": ""confused"", ""__internal"": {""turnIntent"": ""QUESTION"", ""inputSignals"": {""hasText"": true, ""hasImage"": false, ""isMultimodal"": false}}, ""confidence"": 0.22, ""nextAnchors"": [""REFINE_INPUT""], ""cognitiveLoad"": ""low"", ""decisionProposal"": {""mode"": ""DEEP"", ""path"": ""DEEP"", ""stage"": ""confused"", ""intent"": ""design"", ""rationale"": ""base_reasoning"", ""confidence"": 0.22}}",,,,2026-02-26 13:27:17.209493
26,936,ce5e7622-9bad-4a87-820b-4b581b756f0b,NORMAL,"{""domain"": ""etc"", ""intent"": ""execute"", ""depthHint"": ""shallow"", ""userStage"": ""confused"", ""__internal"": {""turnIntent"": ""QUESTION"", ""inputSignals"": {""hasText"": true, ""hasImage"": false, ""isMultimodal"": false}}, ""confidence"": 0.4, ""nextAnchors"": [""REFINE_INPUT""], ""mathFeatures"": {""tokenCount"": 11, ""hasIntegral"": false, ""isProofLike"": false, ""hasSummation"": false, ""hasDerivative"": false, ""operatorCount"": 3, ""operatorKinds"": 1, ""maxNestingDepth"": 0, ""symbolicDensity"": 0.2727272727272727}, ""cognitiveLoad"": ""low"", ""decisionProposal"": {""mode"": ""NORMAL"", ""path"": ""NORMAL"", ""stage"": ""confused"", ""intent"": ""execute"", ""rationale"": ""base_reasoning"", ""confidence"": 0.4}}",,,,2026-02-26 13:35:25.291494
27,936,c04eb863-97f5-4b0b-945a-9cb4ed243ef0,NORMAL,"{""domain"": ""etc"", ""intent"": ""execute"", ""depthHint"": ""normal"", ""userStage"": ""ready"", ""__internal"": {""turnIntent"": ""QUESTION"", ""inputSignals"": {""hasText"": true, ""hasImage"": false, ""isMultimodal"": false}}, ""confidence"": 0.7, ""nextAnchors"": [""IMPLEMENT""], ""cognitiveLoad"": ""low"", ""decisionProposal"": {""mode"": ""NORMAL"", ""path"": ""NORMAL"", ""stage"": ""ready"", ""intent"": ""execute"", ""rationale"": ""base_reasoning"", ""confidence"": 0.7}}",,,,2026-02-26 13:37:13.350657
