event_id,occurred_at,workspace_id,thread_id,trace_id,actor,event_kind,phase,payload,confidence,risk,path,verdict,latency_ms,token_count
3ba5cc79-6d8f-4cc2-a45f-f4988ef2da86,2026-01-19 16:44:30.236978+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,759,b838ea50-4930-438c-9820-d4c7062aa4a0,YUA,decision,decision,"{""anchors"": [""VERIFY_LOGIC""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",0.6,,NORMAL,APPROVE,,
77845e9a-e5c1-428e-a617-93226156cdbf,2026-01-19 16:44:31.357338+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
9d97662c-58e4-4cbc-96f8-c87cdc50b0e8,2026-01-19 16:44:50.098492+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
0c7dd880-c20f-4ce1-84c6-6679ae7c5916,2026-01-19 16:45:05.633059+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,759,b838ea50-4930-438c-9820-d4c7062aa4a0,YUA,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 5140}",,,,,,
cac1923b-1e95-40f0-bc1c-4f50488ebc0b,2026-01-19 16:50:59.472989+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,759,18d4a875-52bd-4250-a692-725e1268232e,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 3455}",,,,,,
b0190d59-3b16-42fc-94ed-e2c65029c154,2026-01-19 16:51:00.020525+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,759,18d4a875-52bd-4250-a692-725e1268232e,YUA,decision,decision,"{""anchors"": [""VERIFY_LOGIC""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",0.6,,NORMAL,APPROVE,,
7148c777-837b-478c-8c32-be08ee005cf7,2026-01-19 16:51:01.112071+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
952b539b-f2bc-4750-863a-dfe57303f8fd,2026-01-19 16:51:03.113047+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
44ee95dc-6626-44df-b512-1704251adae5,2026-01-19 16:51:05.098721+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,759,18d4a875-52bd-4250-a692-725e1268232e,YUA,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 57}",,,,,,
9e79c7b1-98b8-4162-a737-c368a7c99b7b,2026-01-19 16:57:05.830371+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,759,17a67a5e-6f17-49df-8653-6990ffa10cff,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 2811}",,,,,,
91041d75-5107-448c-b8ae-29def5d41587,2026-01-19 16:57:05.852185+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,759,17a67a5e-6f17-49df-8653-6990ffa10cff,YUA,decision,decision,"{""anchors"": [""IMPLEMENT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",1,,NORMAL,APPROVE,,
28ee6ba3-f028-4ff7-bf4d-a205b7fbe510,2026-01-19 16:57:06.336972+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""DEEP"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 4048}",,,,,,
23bcd1c1-f710-4c07-abe8-ecd7c299e7cc,2026-01-19 16:57:23.288126+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""DEEP"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 4048}",,,,,,
2effd225-8c81-4cc1-b072-4aee07959780,2026-01-19 16:57:28.84955+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""DEEP"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 4048}",,,,,,
521c70c7-472f-4c1b-b55b-49dc4ffb7be1,2026-01-19 16:57:30.946023+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,759,17a67a5e-6f17-49df-8653-6990ffa10cff,MODEL,execution,execution,"{""mode"": ""DEEP"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 2816}",,,,,,
6f00be16-a44f-4267-b206-46c34f3afc9b,2026-01-19 16:58:46.820563+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,759,a59fc92f-9ed9-4b1b-9fba-cf514b63fdef,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 2249}",,,,,,
172a941f-41e3-49df-b490-d1bc2cce1af8,2026-01-19 16:58:47.459026+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,759,a59fc92f-9ed9-4b1b-9fba-cf514b63fdef,YUA,decision,decision,"{""anchors"": [""NEXT_STEP""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",1,,NORMAL,APPROVE,,
8f7bd45c-5dbb-4883-95a6-b9086b653916,2026-01-19 16:58:47.839204+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
d14a6c8e-5577-4a31-8d4e-24a898df925e,2026-01-19 16:58:56.033431+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
0cf9037e-c7bf-4fd5-9071-a01b215a6945,2026-01-19 16:59:00.96463+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,759,a59fc92f-9ed9-4b1b-9fba-cf514b63fdef,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 1366}",,,,,,
6b5745d5-6f2e-4eed-b214-d7487f6f8e8d,2026-01-19 17:00:28.280449+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,759,d09454ed-6ed9-4e8d-a404-ada3cfc4e86d,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 2035}",,,,,,
ac21a615-f775-4f10-aba2-b00ca946dfe8,2026-01-19 17:00:28.900123+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,759,d09454ed-6ed9-4e8d-a404-ada3cfc4e86d,YUA,decision,decision,"{""anchors"": [""VERIFY_LOGIC""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",0.6,,NORMAL,APPROVE,,
6ebc546a-cf39-4bb2-8dc3-bf3405512630,2026-01-19 17:00:29.994432+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
5c7509ff-c9b5-447c-a158-c8fe02799a6d,2026-01-19 17:00:41.961359+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
3e9a0d78-8bb8-4394-8e7b-05eb00a3bf3e,2026-01-19 17:00:44.369043+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,759,d09454ed-6ed9-4e8d-a404-ada3cfc4e86d,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 1669}",,,,,,
99721f5b-8a64-4ed7-b25f-542fbc79201f,2026-01-19 17:03:28.280903+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,759,1e8ba188-1063-47a7-adbc-65332ee46975,USER,message,chat,"{""ip"": ""116.46.99.35"", ""stage"": ""user_prompt"", ""stream"": true, ""messageLength"": 727}",,,,,,
1f921f6b-d2c1-4ace-8e0d-6bcda99593b1,2026-01-19 17:03:28.300544+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,759,1e8ba188-1063-47a7-adbc-65332ee46975,YUA,decision,decision,"{""anchors"": [""NEXT_STEP""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",1,,NORMAL,APPROVE,,
5a28215e-04cf-4d49-a805-7e28d043d915,2026-01-19 17:03:28.60741+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
257dce4d-8502-4aab-9a9c-ded4b8d7e09e,2026-01-19 17:03:41.724117+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,,unknown,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""model"": ""yua-pro"", ""stage"": ""model_call"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
2870538b-10f0-4b75-9a1b-ad972953a140,2026-01-19 17:03:43.26531+09,97785933-7c12-4ad2-b888-7b4d864e1a0b,759,1e8ba188-1063-47a7-adbc-65332ee46975,MODEL,execution,execution,"{""mode"": ""NORMAL"", ""stage"": ""generation_done"", ""outmode"": ""NORMAL"", ""answerLength"": 1843}",,,,,,
